200,100
200,101
200,102
200,103
200,104
200,105
200,106
200,107
200,108
200,109
200,110
200,111
200,112
200,113
200,114
200,115
200,116
200,117
200,118
200,119
200,120
200,121
200,122
200,123
200,124
200,125
200,126
200,127
200,128
200,129
200,130
200,131
200,132
200,133
200,134
200,135
200,136
200,137
200,138
200,139
200,140
200,141
200,142
200,143
200,144
200,145
200,146
200,147
200,148
200,149
200,150
200,151
200,152
200,153
200,154
200,155
200,156
200,157
200,158
200,159
200,160
200,161
200,162
200,163
200,164
200,165
200,166
200,167
200,168
200,169
200,170
200,171
200,172
200,173
200,174
200,175
200,176
200,177
200,178
200,179
200,180
200,181
200,182
200,183
200,184
200,185
200,186
200,187
200,188
200,189
200,190
200,191
200,192
200,193
200,194
200,195
200,196
200,197
200,198
200,199
200,200
200,201
200,202
200,203
200,204
200,205
200,206
200,207
200,208
200,209
200,210
200,211
200,212
200,213
200,214
200,215
200,216
200,217
200,218
200,219
200,220
200,221
200,222
200,223
200,224
200,225
200,226
200,227
200,228
200,229
200,230
200,231
200,232
200,233
200,234
200,235
200,236
200,237
200,238
200,239
200,240
200,241
200,242
200,243
200,244
200,245
200,246
200,247
200,248
200,249
200,250
200,251
200,252
200,253
200,254
200,255
200,256
200,257
200,258
200,259
200,260
200,261
200,262
200,263
200,264
200,265
200,266
200,267
200,268
200,269
200,270
200,271
200,272
200,273
200,274
200,275
200,276
200,277
200,278
200,279
200,280
200,281
200,282
200,283
200,284
200,285
200,286
200,287
200,288
200,289
200,290
200,291
200,292
200,293
200,294
200,295
200,296
200,297
200,298
200,299
200,300
